i,j,id,m,pabs,e
257,10,25,125.001,510.908,525.977
257,16,25,125.001,518.951,533.793
257,706,25,125.001,518.676,533.526
257,954,23,90.639,411.975,421.828
257,955,23,13.9169,110.828,111.698
257,956,13,0.10566,385.805,385.805
257,957,-13,0.10566,36.0236,36.0237
257,958,-13,0.10566,31.114,31.1142
257,960,13,0.10566,384.266,384.266
257,961,-13,0.10566,30.5531,30.5532
257,963,13,0.10566,384.266,384.266
257,1968,11,0.000511,0.272864,0.272865
257,1969,-11,0.000511,0.57418,0.574181
257,2048,13,0.10566,18.821,18.8213
257,2052,13,0.10566,21.5824,21.5826
257,2061,11,0.000511,0.0464489,0.0464517
257,2062,-11,0.000511,0.179357,0.179357
257,2187,11,0.000511,0.11997,0.119971
258,5,25,124.997,25.8923,127.651
258,8,25,124.997,27.1994,127.922
258,12,25,124.997,32.7839,129.225
258,21,25,124.997,31.4252,128.887
258,60,25,124.997,31.3953,128.879
258,723,25,124.997,31.9881,129.025
258,939,23,24.8126,21.2358,32.6592
258,940,23,92.994,25.2686,96.3659
258,941,15,1.77682,13.5661,13.682
258,942,-15,1.77682,18.8939,18.9772
258,943,13,0.10566,54.5772,54.5773
258,944,-13,0.10566,41.7884,41.7885
258,1611,13,0.10566,143.382,143.382
258,1824,11,0.000511,0.0683227,0.0683247
258,1825,-11,0.000511,0.544404,0.544404
258,2027,-11,0.000511,8.20121,8.20121
259,5,25,125.003,23.5671,127.205
259,8,25,125.003,42.6715,132.086
259,12,25,125.003,43.9063,132.49
259,29,25,125.003,43.4792,132.349
259,42,25,125.003,43.4127,132.327
259,106,25,125.003,43.402,132.324
259,557,25,125.003,43.3605,132.31
259,742,23,33.8721,10.4511,35.4477
259,743,23,85.1466,46.1776,96.8624
259,744,15,1.77682,17.718,17.8069
259,745,-15,1.77682,17.5511,17.6408
259,1417,-11,0.000511,5.55232,5.55232
259,1713,11,0.000511,1.05142,1.05142
259,1714,-11,0.000511,27.6729,27.6729
259,1781,11,0.000511,0.00277296,0.00281965
259,1782,-11,0.000511,0.0328928,0.0328967
260,5,25,124.999,322.4,345.784
260,10,25,124.999,323.752,347.045
260,16,25,124.999,323.687,346.984
260,45,25,124.999,323.823,347.111
260,65,25,124.999,323.903,347.186
260,80,25,124.999,324.073,347.344
260,242,25,124.999,324.048,347.321
260,345,25,124.999,324.074,347.346
260,454,23,93.0739,263.234,279.204
260,455,13,0.10566,266.767,266.767
260,456,-13,0.10566,12.4366,12.4371
260,842,11,0.000511,14.1648,14.1648
260,843,-11,0.000511,5.91773,5.91773
260,844,-13,0.10566,8.64546,8.6461
261,5,25,125.001,83.3275,150.229
261,8,25,125.001,191.681,228.838
261,12,25,125.001,198.355,234.457
261,17,25,125.001,191.202,228.438
261,96,25,125.001,191.02,228.285
261,339,25,125.001,191.155,228.398
261,456,23,90.8947,173.659,196.008
261,457,23,23.0034,22.8016,32.3893
261,460,15,1.77682,20.3288,20.4063
261,461,-15,1.77682,11.8505,11.983
261,996,11,0.000511,3.34664,3.34664
261,997,-11,0.000511,25.7738,25.7738
261,1055,11,0.000511,0.433849,0.43385
261,1056,-11,0.000511,0.352103,0.352103
261,1172,11,0.000511,0.559814,0.559814
261,1173,-11,0.000511,0.269659,0.269659
262,5,25,125.005,12.9152,125.67
262,8,25,125.005,66.6973,141.685
262,16,25,125.005,69.2919,142.925
262,21,25,125.005,65.112,140.946
262,121,25,125.005,66.4746,141.58
262,628,25,125.005,66.6355,141.656
262,688,25,125.005,66.1339,141.421
262,909,23,90.6159,34.0855,96.8146
262,910,23,16.505,41.4402,44.6061
262,943,11,0.000511,34.0646,34.0646
262,944,-11,0.000511,10.5415,10.5415
262,1714,11,0.000511,1.57195,1.57195
262,1715,-11,0.000511,0.0944456,0.094447
262,1822,11,0.000511,0.249529,0.24953
262,1823,-11,0.000511,0.221737,0.221738
262,1907,11,0.000511,6.38609,6.38609
262,1908,-11,0.000511,3.78171,3.78171
263,5,25,124.996,146.29,192.418
263,8,25,124.996,164.74,206.793
263,15,25,124.996,158.802,202.094
263,134,25,124.996,158.201,201.622
263,247,25,124.996,158.06,201.512
263,326,23,33.4909,43.2121,54.6711
263,327,23,90.5465,115.601,146.841
263,328,13,0.10566,15.6398,15.6401
263,329,-13,0.10566,39.0308,39.031
263,330,-13,0.10566,29.6755,29.6757
263,332,13,0.10566,15.1251,15.1255
263,333,13,0.10566,15.1187,15.1191
263,335,-13,0.10566,29.4974,29.4976
263,762,11,0.000511,2.25124,2.25124
263,763,-11,0.000511,6.63631,6.63631
263,956,11,0.000511,0.117346,0.117347
263,957,-11,0.000511,0.0626795,0.0626816
264,5,25,124.992,179.071,218.379
264,8,25,124.992,143.69,190.447
264,12,25,124.992,116.228,170.681
264,44,25,124.992,117.474,171.532
264,148,25,124.992,117.611,171.626
264,165,25,124.992,116.356,170.768
264,262,25,124.992,116.563,170.909
264,807,25,124.992,116.604,170.937
264,1059,23,38.1726,58.8157,70.1173
264,1060,23,82.5288,57.9109,100.82
264,1075,13,0.10566,53.6044,53.6045
264,1076,-13,0.10566,47.2154,47.2156
264,1077,-13,0.10566,47.2142,47.2143
264,1079,13,0.10566,53.6044,53.6045
264,1992,11,0.000511,0.740147,0.740147
264,1993,-11,0.000511,0.110974,0.110975
264,2126,11,0.000511,0.0561846,0.056187
264,2127,-11,0.000511,0.190551,0.190552
264,2289,11,0.000511,0.0979443,0.0979456
264,2290,-11,0.000511,0.221785,0.221786
265,5,25,124.997,28.8635,128.286
265,8,25,124.997,318.911,342.533
265,12,25,124.997,322.3,345.69
265,17,25,124.997,260.486,288.924
265,52,25,124.997,260.389,288.836
265,440,25,124.997,260.379,288.828
265,1103,25,124.997,260.759,289.17
265,1416,23,74.3596,130.36,150.077
265,1417,23,36.6059,134.189,139.093
265,1438,13,0.10566,98.0628,98.0629
265,1439,-13,0.10566,41.0298,41.0299
265,2647,11,0.000511,0.399062,0.399062
265,2648,-11,0.000511,0.195828,0.195829
265,2656,11,0.000511,0.275909,0.275909
265,2657,-11,0.000511,3.92754,3.92754
266,5,25,125.009,487.588,503.358
266,8,25,125.009,475.574,491.729
266,33,25,125.009,477.344,493.441
266,96,25,125.009,477.159,493.262
266,107,25,125.009,477.553,493.644
266,393,25,125.009,477.57,493.66
266,693,25,125.009,476.605,492.727
266,904,23,27.2441,77.7177,82.3546
266,905,23,91.4921,400.043,410.372
266,920,13,0.10566,283.109,283.109
266,921,-13,0.10566,127.263,127.263
266,922,-13,0.10566,127.262,127.262
266,924,13,0.10566,283.109,283.109
267,5,25,124.999,846.832,856.008
267,8,25,124.999,841.359,850.594
267,16,25,124.999,836.754,846.039
267,112,25,124.999,840.34,849.586
267,134,25,124.999,842.502,851.724
267,229,25,124.999,842.514,851.736
267,256,25,124.999,842.333,851.557
267,328,25,124.999,842.269,851.494
267,1073,25,124.999,842.222,851.448
267,1410,23,38.2969,333.81,335.999
267,1411,23,68.2312,510.912,515.448
267,1441,11,0.000511,392.254,392.254
267,1442,-11,0.000511,123.194,123.194
267,2663,11,0.000511,5.85529,5.85529
267,2664,-11,0.000511,6.92115,6.92115
267,2731,11,0.000511,0.058432,0.0584343
267,2732,-11,0.000511,0.243492,0.243493
267,2987,11,0.000511,0.00656232,0.00658219
267,2988,-11,0.000511,0.0786121,0.0786138
267,3097,11,0.000511,16.4371,16.4371
267,3098,-11,0.000511,1.55104,1.55104
267,3158,11,0.000511,2.08081,2.08081
267,3159,-11,0.000511,1.06241,1.06241
268,5,25,125,106.46,164.191
268,8,25,125,121.544,174.35
268,12,25,125,101.805,161.212
268,17,25,125,88.4051,153.103
268,23,25,125,84.0595,150.636
268,309,25,125,84.0601,150.636
268,547,25,125,84.0702,150.642
268,928,25,125,84.1306,150.675
268,1221,23,91.4515,63.1867,111.157
268,1222,23,30.5266,25.0957,39.5179
268,1223,11,0.000511,62.0111,62.0111
268,1224,-11,0.000511,49.1461,49.1461
268,1225,-11,0.000511,45.9933,45.9933
268,1227,11,0.000511,61.9825,61.9825
268,1228,-11,0.000511,45.9856,45.9856
268,1230,11,0.000511,61.9577,61.9577
268,1231,11,0.000511,61.9577,61.9577
268,1233,-11,0.000511,45.9856,45.9856
268,2235,11,0.000511,0.195259,0.19526
268,2236,-11,0.000511,0.291513,0.291514
268,2565,11,0.000511,0.0581646,0.0581668
268,2566,-11,0.000511,0.00529248,0.00531709
269,5,25,124.999,301.67,326.542
269,25,25,124.999,301.685,326.556
269,29,25,124.999,302.101,326.941
269,413,25,124.999,302.139,326.976
269,651,25,124.999,302.147,326.982
269,874,23,68.5116,214.095,224.79
269,875,23,21.8468,99.8294,102.192
269,876,13,0.10566,132.547,132.547
269,877,-13,0.10566,92.2428,92.2429
269,1598,11,0.000511,0.736651,0.736651
269,1599,-11,0.000511,0.0253076,0.0253128
269,1611,11,0.000511,7.10373,7.10373
269,1612,-11,0.000511,69.4219,69.4219
269,1935,11,0.000511,0.189222,0.189222
269,1936,-11,0.000511,0.163793,0.163794
270,5,25,124.991,289.759,315.568
270,10,25,124.991,298.001,323.152
270,50,25,124.991,298.155,323.294
270,499,25,124.991,298.054,323.201
270,660,23,88.6298,208.285,226.358
270,661,23,27.5623,92.838,96.8431
270,662,15,1.77682,37.7574,37.7991
270,663,-15,1.77682,188.55,188.559
270,1461,-11,0.000511,1.03964,1.03964
271,5,25,124.991,778.853,788.818
271,9,25,124.991,962.214,970.298
271,14,25,124.991,1248.15,1254.39
271,20,25,124.991,1257.04,1263.24
271,51,25,124.991,1257.12,1263.32
271,102,25,124.991,1257.01,1263.21
271,407,25,124.991,1256.97,1263.17
271,583,25,124.991,1257.05,1263.24
271,755,23,10.8171,24.3404,26.6358
271,756,23,93.5957,1233.06,1236.61
271,794,15,1.77682,591.554,591.556
271,795,-15,1.77682,645.05,645.053
271,796,15,1.77682,591.553,591.555
271,798,-15,1.77682,645.05,645.053
272,5,25,124.999,267.291,295.075
272,8,25,124.999,258.276,286.934
272,12,25,124.999,245.133,275.163
272,53,25,124.999,246.301,276.204
272,74,25,124.999,246.074,276.002
272,312,25,124.999,246.058,275.988
272,337,25,124.999,246.048,275.979
272,453,25,124.999,246.111,276.035
272,570,23,26.4622,54.5408,60.6214
272,571,23,91.2799,195.118,215.414
272,595,15,1.77682,69.23,69.2528
272,596,-15,1.77682,146.15,146.161
272,1027,13,0.10566,13.1067,13.1071
273,5,25,125,40.0287,131.253
273,8,25,125,41.3545,131.663
273,12,25,125,43.5581,132.372
273,17,25,125,42.593,132.057
273,36,25,125,42.7055,132.094
273,57,25,125,42.9276,132.166
273,140,25,125,42.8869,132.152
273,288,25,125,42.7518,132.109
273,367,23,31.8167,7.40688,32.6674
273,368,23,91.415,39.1384,99.4411
273,392,13,0.10566,55.4424,55.4425
273,393,-13,0.10566,43.9985,43.9986
274,5,25,125.001,276.208,303.177
274,8,25,125.001,251.509,280.86
274,12,25,125.001,285.235,311.423
274,26,25,125.001,278.57,305.33
274,73,25,125.001,279.615,306.284
274,169,25,125.001,279.842,306.491
274,354,25,125.001,279.835,306.484
274,389,25,125.001,279.799,306.452
274,603,25,125.001,279.693,306.355
274,998,25,125.001,279.336,306.029
274,1280,23,32.2689,68.3207,75.558
274,1281,23,90.2858,212.051,230.471
274,1282,11,0.000511,70.7306,70.7306
274,1283,-11,0.000511,4.82734,4.82734
274,2140,-11,0.000511,0.199384,0.199384
274,2384,11,0.000511,6.05285,6.05285
274,2385,-11,0.000511,1.24655,1.24655
274,2529,11,0.000511,0.421327,0.421327
274,2530,-11,0.000511,0.0958069,0.0958083
274,2624,11,0.000511,0.0287744,0.0287789
274,2625,-11,0.000511,0.0247225,0.0247278
275,5,25,124.993,255.576,284.504
275,8,25,124.993,342.958,365.025
275,32,25,124.993,346.465,368.323
275,38,25,124.993,343.707,365.729
275,81,25,124.993,344.051,366.053
275,406,25,124.993,344.621,366.588
275,522,23,70.6012,224.753,235.581
275,523,23,31.0744,127.268,131.007
275,524,13,0.10566,209.357,209.357
275,525,-13,0.10566,26.2238,26.224
275,1065,11,0.000511,0.440354,0.440354
275,1066,-11,0.000511,0.0935384,0.0935398
275,1141,15,1.77682,20.464,20.541
275,1190,11,0.000511,0.0747273,0.0747291
275,1191,-11,0.000511,0.041294,0.0412972
276,5,25,124.996,202.911,238.321
276,8,25,124.996,201.605,237.21
276,12,25,124.996,155.864,199.793
276,40,25,124.996,155.059,199.167
276,48,25,124.996,153.924,198.284
276,94,25,124.996,153.641,198.064
276,965,25,124.996,153.801,198.189
276,1303,23,50.1677,65.5832,82.5709
276,1304,23,63.8345,96.398,115.618
276,1305,11,0.000511,64.1834,64.1834
276,1306,-11,0.000511,18.3876,18.3876
276,1307,-11,0.000511,18.3874,18.3874
276,1309,11,0.000511,64.1834,64.1834
276,2515,11,0.000511,4.33233,4.33233
276,2516,-11,0.000511,2.0237,2.0237
276,2734,11,0.000511,14.9637,14.9637
276,2735,-11,0.000511,2.89828,2.89828
276,2928,11,0.000511,0.0535632,0.0535657
276,2929,-11,0.000511,0.319865,0.319865
277,5,25,124.999,298.571,323.681
277,8,25,124.999,296.67,321.929
277,12,25,124.999,298.658,323.761
277,17,25,124.999,300.156,325.144
277,23,25,124.999,301.433,326.323
277,52,25,124.999,301.313,326.212
277,79,25,124.999,301.288,326.189
277,299,25,124.999,301.306,326.206
277,734,25,124.999,301.266,326.169
277,974,23,14.109,44.3591,46.5488
277,975,23,90.3189,264.632,279.62
277,976,11,0.000511,15.3841,15.3841
277,977,-11,0.000511,31.1647,31.1647
277,2036,11,0.000511,18.7333,18.7333
277,2037,-11,0.000511,1.52944,1.52944
277,2119,11,0.000511,1.88911,1.88911
277,2120,-11,0.000511,10.1363,10.1363
277,2160,-11,0.000511,22.5012,22.5012
277,2187,11,0.000511,1.29913,1.29913
277,2188,-11,0.000511,6.69618,6.69618
278,5,25,124.999,9.08471,125.329
278,8,25,124.999,43.1367,132.233
278,12,25,124.999,65.5088,141.125
278,39,25,124.999,66.7594,141.71
278,56,25,124.999,67.6345,142.124
278,977,25,124.999,67.7253,142.167
278,1266,23,37.7868,29.8643,48.1635
278,1267,23,85.8404,38.316,94.0036
278,1268,15,1.77682,37.8652,37.9069
278,1269,-15,1.77682,10.1015,10.2566
278,2282,11,0.000511,0.379455,0.379455
278,2283,-11,0.000511,0.265465,0.265466
278,2287,11,0.000511,7.54997,7.54997
278,2299,11,0.000511,15.1573,15.1573
278,2300,-11,0.000511,2.14578,2.14578
278,2534,-11,0.000511,0.358169,0.35817
279,5,25,124.973,70.5428,143.508
279,8,25,124.973,72.2076,144.333
279,12,25,124.973,73.7189,145.095
279,17,25,124.973,74.9449,145.722
279,23,25,124.973,74.9101,145.704
279,30,25,124.973,75.0679,145.785
279,41,25,124.973,75.3466,145.929
279,51,25,124.973,75.106,145.805
279,83,25,124.973,75.1511,145.828
279,99,25,124.973,75.1951,145.851
279,231,25,124.973,75.3416,145.927
279,293,23,85.5175,54.4073,101.358
279,294,23,22.6211,38.4013,44.5688
279,295,11,0.000511,29.4272,29.4272
279,296,-11,0.000511,71.9306,71.9306
279,297,-11,0.000511,71.9225,71.9225
279,299,11,0.000511,29.4272,29.4272
279,300,-11,0.000511,65.7078,65.7078
279,302,11,0.000511,29.4272,29.4272
279,303,-11,0.000511,65.707,65.707
279,305,11,0.000511,29.4272,29.4272
279,579,11,0.000511,2.00402,2.00402
279,580,-11,0.000511,0.509645,0.509645
280,5,25,124.999,204.118,239.351
280,10,25,124.999,212.887,246.871
280,16,25,124.999,211.319,245.52
280,38,25,124.999,211.954,246.068
280,455,25,124.999,212.232,246.307
280,606,23,89.9603,156.063,180.134
280,607,23,27.2985,60.2796,66.1727
280,610,11,0.000511,22.4842,22.4842
280,611,-11,0.000511,43.6885,43.6885
280,1401,11,0.000511,55.4199,55.4199
281,5,25,124.999,92.2579,155.359
281,8,25,124.999,40.541,131.409
281,12,25,124.999,42.0277,131.876
281,21,25,124.999,44.029,132.527
281,31,25,124.999,43.4336,132.33
281,46,25,124.999,45.3241,132.963
281,73,25,124.999,44.9498,132.836
281,431,25,124.999,44.4262,132.659
281,564,23,81.4289,30.3934,86.9162
281,565,23,32.192,32.498,45.7432
281,601,15,1.77682,15.3709,15.4732
281,602,-15,1.77682,30.2178,30.27
282,5,25,124.997,577.671,591.04
282,8,25,124.997,541.838,556.069
282,12,25,124.997,549.812,563.842
282,17,25,124.997,551.975,565.951
282,23,25,124.997,551.104,565.102
282,37,25,124.997,551.567,565.553
282,79,25,124.997,551.633,565.617
282,100,25,124.997,551.445,565.434
282,310,25,124.997,551.458,565.447
282,405,23,23.3501,83.193,86.4078
282,406,23,93.4813,469.83,479.039
282,412,11,0.000511,62.7843,62.7843
282,413,-11,0.000511,416.255,416.255
282,414,-11,0.000511,412.748,412.748
282,416,11,0.000511,62.7842,62.7842
282,417,11,0.000511,62.7633,62.7633
282,419,-11,0.000511,412.736,412.736
282,798,-11,0.000511,12.0258,12.0258
282,843,11,0.000511,14.711,14.711
282,844,-11,0.000511,4.19674,4.19674
282,917,11,0.000511,0.132491,0.132492
282,918,-11,0.000511,3.51659,3.51659
282,937,-11,0.000511,18.4032,18.4032
283,5,25,124.999,175.677,215.609
283,8,25,124.999,318.219,341.889
283,12,25,124.999,340.888,363.083
283,20,25,124.999,322.089,345.494
283,75,25,124.999,331.613,354.39
283,294,25,124.999,332.455,355.178
283,438,25,124.999,333.723,356.365
283,578,23,29.6503,142.596,145.646
283,579,23,85.9002,192.415,210.719
283,585,11,0.000511,147.435,147.435
283,586,-11,0.000511,63.2835,63.2835
283,587,11,0.000511,147.158,147.158
283,589,-11,0.000511,63.2812,63.2812
283,590,11,0.000511,147.153,147.153
283,592,-11,0.000511,63.2812,63.2812
284,5,25,124.999,243.535,273.741
284,8,25,124.999,724.927,735.625
284,12,25,124.999,799.582,809.293
284,20,25,124.999,791.559,801.368
284,27,25,124.999,788.715,798.558
284,693,25,124.999,788.757,798.6
284,744,25,124.999,788.759,798.602
284,820,25,124.999,788.96,798.801
284,1063,23,28.0826,366.034,367.11
284,1064,23,82.8264,423.671,431.691
284,1065,13,0.10566,19.8016,19.8019
284,1066,-13,0.10566,347.308,347.308
284,1806,11,0.000511,20.8051,20.8051
284,1807,-11,0.000511,4.52052,4.52052
284,1855,11,0.000511,0.0734685,0.0734702
284,1856,-11,0.000511,0.211022,0.211023
284,1995,11,0.000511,0.160865,0.160866
284,1996,-11,0.000511,0.0262808,0.0262857
284,2244,15,1.77682,127.902,127.915
284,2249,11,0.000511,84.61,84.61
285,5,25,125.001,3.20795,125.042
285,8,25,125.001,22.7106,127.047
285,12,25,125.001,11.8374,125.56
285,17,25,125.001,16.0352,126.025
285,26,25,125.001,16.6229,126.101
285,222,25,125.001,16.6448,126.104
285,290,23,20.451,23.536,31.1799
285,291,23,91.9175,23.7025,94.9244
285,292,11,0.000511,21.5933,21.5933
285,293,-11,0.000511,9.58663,9.58663
285,294,11,0.000511,21.2695,21.2695
285,296,-11,0.000511,9.58663,9.58663
285,297,-11,0.000511,9.58588,9.58588
285,299,11,0.000511,21.2695,21.2695
285,649,11,0.000511,0.106548,0.10655
285,650,-11,0.000511,0.135482,0.135483
286,5,25,124.999,422.363,440.472
286,8,25,124.999,358.128,379.315
286,12,25,124.999,365.551,386.332
286,17,25,124.999,356.117,377.418
286,46,25,124.999,356.045,377.35
286,160,25,124.999,356.087,377.39
286,499,25,124.999,356.328,377.617
286,657,23,36.5128,205.697,208.913
286,658,23,19.9448,167.521,168.705
286,661,11,0.000511,46.3423,46.3423
286,662,-11,0.000511,122.362,122.362
286,663,11,0.000511,41.7157,41.7157
286,665,-11,0.000511,122.357,122.357
286,666,-11,0.000511,122.354,122.354
286,668,11,0.000511,41.7156,41.7156
286,1255,15,1.77682,660.507,660.51
286,1390,-15,1.77682,460.802,460.806
286,1451,11,0.000511,105.791,105.791
286,1472,11,0.000511,15.3509,15.3509
286,1473,-11,0.000511,20.6689,20.6689
286,1503,-13,0.10566,30.8643,30.8645
286,1513,11,0.000511,18.645,18.645
286,1514,-11,0.000511,42.9456,42.9456
287,5,25,125.001,770.286,780.363
287,8,25,125.001,764.708,774.858
287,12,25,125.001,806.304,815.936
287,17,25,125.001,807.946,817.558
287,26,25,125.001,814.844,824.376
287,42,25,125.001,812.977,822.531
287,168,25,125.001,812.895,822.45
287,481,25,125.001,812.829,822.385
287,625,23,91.0701,566.254,573.53
287,626,23,28.3657,247.232,248.854
287,629,11,0.000511,24.935,24.935
287,630,-11,0.000511,223.919,223.919
287,631,-11,0.000511,223.918,223.918
287,633,11,0.000511,24.935,24.935
287,1141,11,0.000511,1.04135,1.04135
287,1142,-11,0.000511,1.00752,1.00752
287,1154,11,0.000511,0.982713,0.982713
287,1155,-11,0.000511,0.15653,0.156531
287,1163,11,0.000511,16.6984,16.6984
287,1164,-11,0.000511,0.307269,0.307269
288,5,25,124.999,849.373,858.521
288,8,25,124.999,841.261,850.497
288,12,25,124.999,846.32,855.501
288,21,25,124.999,846.571,855.75
288,38,25,124.999,847.058,856.232
288,660,25,124.999,846.657,855.835
288,864,23,14.0979,304.573,304.899
288,865,23,91.9535,543.208,550.936
288,866,11,0.000511,158.182,158.182
288,867,-11,0.000511,146.717,146.717
288,868,-11,0.000511,146.7,146.7
288,870,11,0.000511,158.181,158.181
288,871,11,0.000511,157.436,157.436
288,873,-11,0.000511,146.7,146.7
288,1568,11,0.000511,2.17145,2.17145
288,1569,-11,0.000511,3.10114,3.10114
288,1827,11,0.000511,12.2647,12.2647
288,1828,-11,0.000511,6.66549,6.66549
288,1926,11,0.000511,0.72845,0.72845
288,1927,-11,0.000511,0.0681339,0.0681358
289,5,25,124.999,1037.64,1045.14
289,8,25,124.999,946.533,954.751
289,24,25,124.999,957.443,965.568
289,88,25,124.999,957.662,965.785
289,782,25,124.999,957.66,965.784
289,1032,23,25.3187,51.7904,57.6479
289,1033,23,56.1254,906.4,908.136
289,1034,13,0.10566,38.5421,38.5423
289,1035,-13,0.10566,19.1054,19.1057
289,1036,-13,0.10566,19.1053,19.1056
289,1038,13,0.10566,38.5421,38.5423
289,1039,15,1.77682,243.049,243.055
289,1040,-15,1.77682,665.078,665.08
289,1981,11,0.000511,0.556978,0.556979
289,1982,-11,0.000511,0.300344,0.300345
290,5,25,125.062,2471.28,2474.44
290,8,25,125.062,2507.78,2510.89
290,20,25,125.062,2500.45,2503.57
290,25,25,125.062,2504.32,2507.44
290,52,25,125.062,2504.73,2507.85
290,79,25,125.062,2505.25,2508.37
290,404,25,125.062,2505.24,2508.36
290,549,23,30.5968,710.322,710.981
290,550,23,92.2577,1795.01,1797.38
290,553,11,0.000511,1719.54,1719.54
290,554,-11,0.000511,77.8398,77.8398
290,555,11,0.000511,1329.86,1329.86
290,557,-11,0.000511,77.8398,77.8398
290,558,11,0.000511,1328.33,1328.33
290,560,-11,0.000511,77.8398,77.8398
290,1049,11,0.000511,0.111745,0.111746
290,1050,-11,0.000511,0.27757,0.27757
