i,j,id,m,pabs,e
555,481,-15,1.77682,25.5294,25.5912
555,482,15,1.77682,91.7026,91.7199
555,484,-15,1.77682,25.3087,25.371
556,5,25,125,140.311,187.915
556,8,25,125,134.196,183.395
556,12,25,125,133.683,183.019
556,17,25,125,135.342,184.234
556,27,25,125,135.172,184.109
556,51,25,125,135.104,184.06
556,69,25,125,134.851,183.874
556,83,25,125,134.703,183.765
556,113,25,125,134.773,183.817
556,218,25,125,134.816,183.848
556,286,23,91.2929,91.2149,129.052
556,287,23,20.5307,50.8043,54.7959
556,288,11,0.000511,31.1997,31.1997
556,289,-11,0.000511,97.8527,97.8527
556,290,-11,0.000511,78.9697,78.9697
556,292,11,0.000511,31.1997,31.1997
556,293,-11,0.000511,78.8358,78.8358
556,295,11,0.000511,31.1997,31.1997
557,5,25,124.999,406.736,425.51
557,12,25,124.999,410.853,429.448
557,25,25,124.999,401.901,420.891
557,30,25,124.999,402.952,421.895
557,121,25,124.999,403.005,421.945
557,224,25,124.999,403.023,421.963
557,568,25,124.999,403.091,422.027
557,759,23,90.2203,347.878,359.386
557,760,23,12.8219,61.3146,62.6409
557,763,11,0.000511,8.06298,8.06298
557,764,-11,0.000511,54.5779,54.5779
558,5,25,125,88.1915,152.98
558,10,25,125,91.117,154.685
558,23,25,125,91.6104,154.976
558,118,25,125,91.8383,155.111
558,261,25,125,91.2681,154.774
558,341,23,83.2292,76.8765,113.301
558,342,23,33.8403,23.9753,41.4727
558,380,15,1.77682,21.6416,21.7144
558,381,-15,1.77682,91.5693,91.5865
558,414,-15,1.77682,109.904,109.918
558,885,-11,0.000511,25.466,25.466
558,914,11,0.000511,0.346972,0.346973
558,915,-11,0.000511,0.253597,0.253597
558,957,11,0.000511,1.13764,1.13764
558,970,-11,0.000511,9.80179,9.80179
558,1074,11,0.000511,0.177396,0.177397
558,1075,-11,0.000511,0.077543,0.0775447
558,1158,-13,0.10566,9.79449,9.79506
558,1176,11,0.000511,45.209,45.209
558,1244,-11,0.000511,3.09007,3.09007
558,1251,11,0.000511,1.20478,1.20478
558,1252,-11,0.000511,0.330017,0.330017
559,5,25,124.99,213.446,247.349
559,8,25,124.99,194.664,231.337
559,12,25,124.99,207.819,242.51
559,17,25,124.99,205.376,240.42
559,27,25,124.99,205.289,240.346
559,51,25,124.99,205.231,240.296
559,65,25,124.99,205.2,240.27
559,75,25,124.99,205.221,240.287
559,222,25,124.99,205.188,240.259
559,289,23,21.1436,24.4097,32.2937
559,290,23,92.3625,186.33,207.965
559,293,13,0.10566,34.1515,34.1517
559,294,-13,0.10566,173.814,173.814
559,609,11,0.000511,1.68579,1.68579
559,689,11,0.000511,0.0615264,0.0615285
559,690,-11,0.000511,0.395391,0.395391
559,790,-11,0.000511,50.6071,50.6071
560,5,25,125.001,15.2501,125.928
560,8,25,125.001,25.8106,127.638
560,12,25,125.001,31.807,128.984
560,165,25,125.001,31.9798,129.027
560,213,25,125.001,32.0729,129.05
560,481,25,125.001,31.9421,129.017
560,640,23,20.4529,17.3603,26.8272
560,641,23,91.6091,45.2837,102.19
560,647,15,1.77682,49.0837,49.1158
560,648,-15,1.77682,53.0447,53.0744
561,5,25,125,305.66,330.232
561,9,25,125,309.631,333.91
561,14,25,125,313.814,337.793
561,24,25,125,313.913,337.885
561,40,25,125,314.32,338.263
561,167,25,125,314.317,338.261
561,189,25,125,313.458,337.462
561,246,23,21.2222,95.6301,97.9566
561,247,23,91.1967,221.463,239.506
561,274,11,0.000511,57.7432,57.7432
561,275,-11,0.000511,40.2134,40.2134
561,276,-11,0.000511,40.0899,40.0899
561,278,11,0.000511,57.7432,57.7432
561,279,11,0.000511,57.7073,57.7073
561,281,-11,0.000511,40.0899,40.0899
561,672,11,0.000511,0.0180837,0.018091
561,673,-11,0.000511,0.0932463,0.0932477
562,5,25,125.004,307.914,332.321
562,9,25,125.004,316.147,339.963
562,14,25,125.004,328.805,351.765
562,20,25,125.004,333.029,355.717
562,35,25,125.004,334.016,356.641
562,46,25,125.004,330.013,352.895
562,72,25,125.004,332.435,355.16
562,153,25,125.004,331.455,354.243
562,196,25,125.004,331.912,354.671
562,605,25,125.004,331.789,354.556
562,640,25,125.004,331.495,354.281
562,830,23,91.1345,250.271,266.348
562,831,23,25.6192,84.1179,87.9327
562,832,15,1.77682,76.3338,76.3544
562,834,13,0.10566,166.588,166.589
562,835,-13,0.10566,99.7594,99.7594
562,836,-13,0.10566,99.0932,99.0932
562,838,13,0.10566,166.506,166.506
562,839,-13,0.10566,99.0872,99.0872
562,841,13,0.10566,166.506,166.506
562,1507,-13,0.10566,7.78165,7.78237
562,1675,11,0.000511,0.0327241,0.0327281
562,1676,-11,0.000511,0.0868953,0.0868968
562,1677,-13,0.10566,35.5884,35.5886
563,5,25,125,148.958,194.457
563,8,25,125,143.787,190.525
563,12,25,125,143.77,190.511
563,17,25,125,144.575,191.12
563,26,25,125,145.325,191.688
563,46,25,125,145.731,191.996
563,59,25,125,145.974,192.181
563,89,25,125,145.901,192.125
563,123,25,125,145.936,192.152
563,230,25,125,145.937,192.152
563,289,23,18.9854,11.8151,22.3617
563,290,23,91.532,143.006,169.791
563,291,11,0.000511,10.1037,10.1037
563,292,-11,0.000511,12.258,12.258
563,641,11,0.000511,1.56948,1.56948
563,642,-11,0.000511,0.366369,0.366369
563,717,15,1.77682,15.7855,15.8852
563,764,13,0.10566,6.75849,6.75932
563,768,11,0.000511,1.97366,1.97366
564,5,25,125.004,34.9149,129.788
564,8,25,125.004,45.7999,133.13
564,12,25,125.004,48.4064,134.049
564,23,25,125.004,49.6234,134.493
564,31,25,125.004,49.516,134.454
564,94,25,125.004,50.1013,134.67
564,124,23,32.6891,14.7984,35.8827
564,125,23,84.5133,51.1516,98.7875
564,128,13,0.10566,74.0163,74.0164
564,129,-13,0.10566,24.7709,24.7711
565,5,25,124.991,1266.36,1272.51
565,8,25,124.991,780.547,790.492
565,12,25,124.991,921.399,929.838
565,17,25,124.991,869.027,877.969
565,36,25,124.991,870.765,879.69
565,54,25,124.991,874.336,883.225
565,69,25,124.991,874.328,883.217
565,200,25,124.991,874.365,883.253
565,258,23,90.6448,515.037,522.953
565,259,23,23.6136,359.526,360.3
565,307,11,0.000511,120.824,120.824
565,308,-11,0.000511,239.476,239.476
565,309,11,0.000511,120.43,120.43
565,311,-11,0.000511,239.476,239.476
565,312,-11,0.000511,239.248,239.248
565,314,11,0.000511,120.43,120.43
565,664,13,0.10566,88.882,88.8821
565,665,-13,0.10566,128.084,128.085
565,674,-11,0.000511,7.97867,7.97867
565,809,11,0.000511,4.43292,4.43292
566,5,25,124.999,180.833,219.83
566,8,25,124.999,181.95,220.751
566,12,25,124.999,183.545,222.067
566,21,25,124.999,183.392,221.94
566,40,25,124.999,183.975,222.422
566,395,25,124.999,183.971,222.419
566,434,25,124.999,184.036,222.472
566,577,23,91.5678,161.75,185.87
566,578,23,21.0782,29.9241,36.6025
566,599,11,0.000511,16.1446,16.1446
566,600,-11,0.000511,20.4579,20.4579
566,1216,11,0.000511,0.0500926,0.0500952
566,1217,-11,0.000511,0.0915163,0.0915178
566,1428,-13,0.10566,8.62786,8.6285
566,1486,11,0.000511,0.0447546,0.0447575
566,1487,-11,0.000511,0.10434,0.104342
567,5,25,124.998,172.797,213.268
567,10,25,124.998,128.034,178.934
567,16,25,124.998,135.707,184.502
567,23,25,124.998,129.154,179.736
567,37,25,124.998,129.666,180.105
567,528,25,124.998,129.736,180.155
567,772,25,124.998,129.877,180.257
567,1012,23,77.9686,62.2365,99.7621
567,1013,23,23.4361,77.0074,80.4946
567,1037,15,1.77682,39.9309,39.9704
567,1038,-15,1.77682,40.4852,40.5242
567,1856,-11,0.000511,21.1053,21.1053
567,2044,11,0.000511,0.124487,0.124488
567,2045,-11,0.000511,5.35616,5.35616
568,5,25,125.002,472.818,489.063
568,8,25,125.002,463.672,480.226
568,12,25,125.002,460.218,476.892
568,17,25,125.002,466.132,482.602
568,29,25,125.002,466.77,483.218
568,42,25,125.002,467.552,483.974
568,67,25,125.002,467.182,483.616
568,157,25,125.002,467.443,483.868
568,765,25,125.002,467.468,483.892
568,996,23,92.7203,356.535,368.394
568,997,23,30.1923,111.482,115.498
568,998,13,0.10566,112.727,112.727
568,999,-13,0.10566,255.667,255.667
568,1000,-13,0.10566,230.711,230.711
568,1002,13,0.10566,111.898,111.898
568,2168,11,0.000511,0.080131,0.0801327
568,2169,-11,0.000511,0.0177449,0.0177523
568,2171,11,0.000511,0.591856,0.591856
568,2172,-11,0.000511,0.246604,0.246604
568,2222,11,0.000511,0.0164275,0.0164354
568,2223,-11,0.000511,0.25077,0.250771
569,5,25,125.002,670.386,681.94
569,8,25,125.002,667.867,679.464
569,12,25,125.002,669.967,681.529
569,17,25,125.002,670.058,681.619
569,36,25,125.002,668.7,680.283
569,294,25,125.002,668.701,680.284
569,325,25,125.002,668.72,680.303
569,429,23,16.174,173.967,174.717
569,430,23,88.7808,497.729,505.585
569,433,13,0.10566,489.674,489.674
569,434,-13,0.10566,15.9112,15.9116
569,435,13,0.10566,488.263,488.263
569,437,-13,0.10566,15.9045,15.9048
569,1001,11,0.000511,0.441581,0.441582
570,5,25,124.999,278.919,305.648
570,8,25,124.999,278.6,305.357
570,16,25,124.999,279.579,306.25
570,39,25,124.999,279.802,306.454
570,53,25,124.999,279.561,306.234
570,101,25,124.999,279.413,306.098
570,110,25,124.999,279.412,306.097
570,315,25,124.999,279.411,306.096
570,515,25,124.999,279.521,306.197
570,655,23,35.2529,87.9495,94.7517
570,656,23,70.2546,199.433,211.446
570,671,11,0.000511,125.394,125.394
570,672,-11,0.000511,86.0515,86.0515
570,673,11,0.000511,124.801,124.801
570,675,-11,0.000511,83.8052,83.8052
570,676,11,0.000511,121.677,121.677
570,678,-11,0.000511,83.549,83.549
570,679,11,0.000511,121.634,121.634
570,681,-11,0.000511,83.4974,83.4974
570,682,-11,0.000511,83.2967,83.2967
570,684,11,0.000511,121.628,121.628
570,1153,-11,0.000511,32.4401,32.4401
570,1157,11,0.000511,5.72031,5.72031
570,1158,-11,0.000511,0.620676,0.620676
570,1213,-11,0.000511,1.45292,1.45292
570,1214,11,0.000511,0.0682576,0.0682596
571,5,25,125,300.654,325.604
571,6,23,946.322,1359.44,1656.38
571,9,25,125,296.053,321.36
571,10,23,946.322,1331.75,1633.73
571,14,25,125,290.371,316.133
571,15,23,946.322,1337.85,1638.71
571,20,25,125,290.746,316.478
571,21,23,946.322,1339.84,1640.33
571,176,25,125,290.127,315.909
571,177,23,946.322,1340.58,1640.94
571,203,25,125,290.122,315.905
571,204,23,946.322,1340.72,1641.05
571,633,25,125,289.674,315.494
571,634,23,946.322,1341.24,1641.48
571,835,23,90.9861,252.468,268.363
571,859,15,1.77682,250.377,250.384
571,860,-15,1.77682,17.891,17.979
571,1524,13,0.10566,38.235,38.2351
571,1836,13,0.10566,125.517,125.517
571,1922,11,0.000511,1.26507,1.26507
571,1923,-11,0.000511,0.0754802,0.0754819
572,5,25,124.999,182.653,221.33
572,8,25,124.999,201.411,237.046
572,12,25,124.999,194.255,230.997
572,23,25,124.999,195.383,231.946
572,35,25,124.999,195.476,232.025
572,56,25,124.999,195.214,231.804
572,141,25,124.999,195.236,231.822
572,188,23,86.0244,147.976,171.164
572,189,23,22.6567,56.2679,60.6581
572,192,11,0.000511,32.0175,32.0175
572,193,-11,0.000511,28.6406,28.6406
573,5,25,124.995,919.376,927.834
573,8,25,124.995,1217.8,1224.2
573,12,25,124.995,1197.21,1203.72
573,26,25,124.995,1136.53,1143.38
573,115,25,124.995,1139.07,1145.91
573,347,25,124.995,1135.89,1142.75
573,445,23,91.5853,759.46,764.962
573,446,23,27.7193,376.764,377.783
573,447,13,0.10566,698.137,698.137
573,448,-13,0.10566,66.8258,66.8259
573,879,-13,0.10566,21.8052,21.8055
573,1019,11,0.000511,7.79029,7.79029
573,1020,-11,0.000511,2.61924,2.61924
573,1060,11,0.000511,0.495871,0.495871
573,1061,-11,0.000511,0.310334,0.310335
574,5,25,125.003,1063.96,1071.28
574,12,25,125.003,1045.51,1052.95
574,21,25,125.003,1042.03,1049.5
574,67,25,125.003,1045.9,1053.35
574,73,25,125.003,1045.8,1053.24
574,80,25,125.003,1045.84,1053.28
574,149,25,125.003,1045.85,1053.3
574,192,25,125.003,1045.86,1053.3
574,419,25,125.003,1045.82,1053.27
574,524,23,39.7922,391.02,393.039
574,525,23,83.7098,654.899,660.227
574,526,11,0.000511,367.575,367.575
574,527,-11,0.000511,25.4639,25.4639
574,528,-11,0.000511,25.448,25.448
574,530,11,0.000511,367.575,367.575
574,531,11,0.000511,367.571,367.571
574,533,-11,0.000511,25.448,25.448
574,1082,11,0.000511,0.597908,0.597908
574,1083,-11,0.000511,0.611902,0.611903
574,1169,11,0.000511,5.03348,5.03348
574,1170,-11,0.000511,0.92715,0.92715
574,1226,-13,0.10566,171.032,171.032
574,1262,11,0.000511,0.0237906,0.0237961
574,1263,-11,0.000511,0.522716,0.522716
575,5,25,125.002,238.784,269.524
575,10,25,125.002,257.321,286.076
575,16,25,125.002,264.987,292.99
575,23,25,125.002,263.337,291.499
575,31,25,125.002,262.778,290.995
575,49,25,125.002,262.759,290.977
575,71,25,125.002,262.764,290.982
575,163,25,125.002,262.755,290.973
575,205,23,54.6405,222.711,229.316
575,206,23,24.9633,56.3782,61.6577
575,207,15,1.77682,192.3,192.308
575,208,-15,1.77682,36.9647,37.0074
575,209,13,0.10566,39.044,39.0442
575,210,-13,0.10566,22.6133,22.6135
575,408,11,0.000511,34.6522,34.6522
575,409,-11,0.000511,182.101,182.101
575,427,11,0.000511,9.0848,9.0848
575,428,-11,0.000511,58.4813,58.4813
576,5,25,124.999,184.19,222.6
576,8,25,124.999,336.918,359.358
576,12,25,124.999,290.295,316.063
576,17,25,124.999,283.743,310.056
576,59,25,124.999,283.698,310.015
576,104,25,124.999,283.175,309.537
576,521,25,124.999,283.538,309.869
576,706,23,88.2376,211.365,229.044
576,707,23,34.1458,73.2579,80.8248
576,708,13,0.10566,100.522,100.522
576,709,-13,0.10566,128.522,128.522
576,1667,11,0.000511,0.0859877,0.0859892
576,1668,-11,0.000511,0.726057,0.726057
576,1773,11,0.000511,0.17028,0.17028
576,1774,-11,0.000511,0.0878868,0.0878883
577,5,25,124.999,360.577,381.629
577,8,25,124.999,359.778,380.874
577,12,25,124.999,361.682,382.673
577,26,25,124.999,360.534,381.589
577,32,25,124.999,360.823,381.861
577,150,25,124.999,360.843,381.88
577,175,25,124.999,361.083,382.107
577,584,25,124.999,361.074,382.098
577,770,23,22.6466,137.507,139.359
577,771,23,85.9934,226.997,242.739
577,772,13,0.10566,131.281,131.281
577,773,-13,0.10566,8.07692,8.07761
577,774,13,0.10566,117.358,117.358
577,776,-13,0.10566,8.02458,8.02527
577,1744,11,0.000511,2.15425,2.15425
577,1745,-11,0.000511,0.118595,0.118596
577,1747,11,0.000511,0.0527352,0.0527376
577,1748,-11,0.000511,0.699416,0.699417
577,1811,11,0.000511,0.0117095,0.0117206
577,1812,-11,0.000511,0.0835676,0.0835691
577,1815,-13,0.10566,4.87468,4.87583
578,5,25,125.001,22.3851,126.99
578,12,25,125.001,24.4165,127.363
578,21,25,125.001,24.9822,127.473
578,32,25,125.001,27.1028,127.906
578,38,25,125.001,28.249,128.153
578,45,25,125.001,27.7727,128.049
578,120,25,125.001,27.7494,128.044
578,144,25,125.001,27.7899,128.053
578,227,25,125.001,27.8116,128.058
578,545,25,125.001,27.8856,128.074
578,719,23,17.108,22.6983,28.4235
578,720,23,89.7887,43.2224,99.6503
578,721,15,1.77682,5.836,6.10049
578,722,-15,1.77682,22.2522,22.323
578,723,15,1.77682,5.83198,6.09664
578,725,-15,1.77682,22.2506,22.3214
578,1365,-11,0.000511,9.96018,9.96018
578,1570,11,0.000511,0.00776941,0.0077862
578,1571,-11,0.000511,0.0779323,0.077934
578,1607,11,0.000511,1.26608,1.26608
578,1608,-11,0.000511,0.738471,0.738472
579,5,25,125,646.243,658.221
579,8,25,125,624.034,636.431
579,16,25,125,625.228,637.601
579,112,25,125,622.809,635.229
579,119,25,125,622.406,634.834
579,321,25,125,622.26,634.691
579,338,25,125,622.325,634.755
579,454,23,24.1696,164.636,166.401
579,455,23,91.2144,459.386,468.354
579,470,13,0.10566,61.3792,61.3793
579,471,-13,0.10566,406.975,406.975
579,472,13,0.10566,61.3761,61.3762
579,474,-13,0.10566,406.975,406.975
579,832,-13,0.10566,0.906662,0.912798
579,922,11,0.000511,4.44655,4.44655
579,923,-11,0.000511,7.50324,7.50324
579,933,11,0.000511,92.1975,92.1975
579,934,-11,0.000511,49.5017,49.5017
580,5,25,125.002,518.206,533.07
580,9,25,125.002,468.509,484.898
580,59,25,125.002,467.569,483.99
580,125,25,125.002,467.916,484.325
580,164,23,90.6647,384.609,395.151
580,165,23,28.0415,84.6509,89.1745
580,166,-13,0.10566,146.51,146.51
580,168,15,1.77682,161.139,161.149
580,169,-15,1.77682,233.995,234.002
581,5,25,125,112.97,168.485
581,8,25,125,112.025,167.853
581,12,25,125,116.98,171.2
581,40,25,125,117.168,171.328
581,55,25,125,117.305,171.421
581,110,25,125,117.419,171.5
581,216,25,125,117.433,171.509
581,294,23,70.4262,98.351,120.966
581,295,23,27.5714,42.3606,50.5431
581,296,15,1.77682,19.172,19.2541
581,297,-15,1.77682,101.696,101.712
581,298,-15,1.77682,101.501,101.516
581,300,15,1.77682,19.1716,19.2538
581,739,-11,0.000511,7.80462,7.80462
582,5,25,125.018,607.199,619.936
582,8,25,125.018,432.136,449.857
582,12,25,125.018,459.289,475.999
582,17,25,125.018,426.632,444.572
582,23,25,125.018,436.25,453.81
582,36,25,125.018,435.961,453.532
582,49,25,125.018,435.303,452.9
582,84,25,125.018,435.526,453.114
582,102,25,125.018,435.43,453.022
582,533,25,125.018,435.523,453.111
582,704,23,27.5693,121.719,124.802
582,705,23,92.4831,315.014,328.31
582,732,13,0.10566,274.682,274.682
582,733,-13,0.10566,53.627,53.6271
582,1601,11,0.000511,0.395828,0.395828
582,1602,-11,0.000511,0.34597,0.34597
582,1670,11,0.000511,0.0748447,0.0748465
582,1671,-11,0.000511,0.242794,0.242795
582,1677,11,0.000511,0.582939,0.58294
582,1678,-11,0.000511,6.61855,6.61855
583,5,25,125,193.083,230.013
583,8,25,125,233.767,265.089
583,25,25,125,235.265,266.41
583,61,25,125,235.576,266.685
583,80,25,125,234.849,266.043
583,390,25,125,234.956,266.138
583,526,23,18.5628,102.063,103.737
583,527,23,91.7317,134.012,162.401
583,528,15,1.77682,9.57349,9.73698
583,529,-15,1.77682,93.9834,94.0002
583,1010,11,0.000511,3.07861,3.07861
583,1167,11,0.000511,0.304955,0.304955
583,1168,-11,0.000511,6.55305,6.55305
583,1202,11,0.000511,14.8854,14.8854
583,1203,-11,0.000511,1.8149,1.8149
583,1259,11,0.000511,0.181025,0.181026
584,5,25,125.006,204.828,239.96
584,12,25,125.006,203.515,238.84
584,98,25,125.006,203.705,239.002
584,138,25,125.006,204.102,239.341
584,166,25,125.006,204.184,239.41
584,240,25,125.006,204.188,239.414
584,540,25,125.006,204.792,239.93
584,709,23,89.7586,140.261,166.522
584,710,23,32.1652,65.985,73.4073
584,711,15,1.77682,76.375,76.3956
584,712,-15,1.77682,90.1091,90.1266
584,1313,11,0.000511,8.12696,8.12696
584,1609,11,0.000511,2.16472,2.16472
584,1610,-11,0.000511,3.20498,3.20498
584,1638,11,0.000511,74.4915,74.4915
584,1639,-11,0.000511,15.7337,15.7337
584,1669,11,0.000511,0.110463,0.110464
584,1670,-11,0.000511,0.0497891,0.0497917
585,5,25,124.994,152.304,197.028
585,8,25,124.994,196.473,232.863
585,12,25,124.994,183.62,222.126
585,17,25,124.994,187.758,225.559
585,23,25,124.994,187.86,225.643
585,40,25,124.994,187.777,225.574
585,655,25,124.994,187.738,225.542
585,872,23,23.145,60.347,64.6332
585,873,23,92.6726,131.542,160.909
585,874,13,0.10566,23.3004,23.3006
585,875,-13,0.10566,41.3324,41.3326
585,1607,13,0.10566,1.18584,1.19054
585,1985,11,0.000511,0.154137,0.154138
585,1986,-11,0.000511,0.497192,0.497193
586,5,25,125.005,38.1447,130.695
586,8,25,125.005,49.2909,134.372
586,20,25,125.005,59.1974,138.313
586,44,25,125.005,58.5744,138.048
586,139,25,125.005,58.5356,138.031
586,735,25,125.005,58.6845,138.094
586,973,23,23.1099,27.7072,36.0799
586,974,23,81.9101,60.8087,102.015
586,1001,15,1.77682,62.006,62.0315
586,1002,-15,1.77682,39.9436,39.9831
586,1872,-11,0.000511,25.1059,25.1059
586,1947,11,0.000511,4.14381,4.14381
586,1948,-11,0.000511,0.864305,0.864305
586,2147,11,0.000511,10.2457,10.2457
586,2148,-11,0.000511,0.407283,0.407284
586,2150,11,0.000511,3.20601,3.20601
586,2151,-11,0.000511,1.04374,1.04374
586,2385,-11,0.000511,434.977,434.977
587,5,25,125.003,693.005,704.189
587,8,25,125.003,598.785,611.694
587,12,25,125.003,561.428,575.176
587,17,25,125.003,561.407,575.155
587,23,25,125.003,559.977,573.76
587,30,25,125.003,560.381,574.153
587,163,25,125.003,560.349,574.122
587,498,25,125.003,560.354,574.127
587,675,23,21.9227,473.763,474.27
587,676,23,47.7041,87.7255,99.8571
587,677,11,0.000511,414.624,414.624
587,678,-11,0.000511,59.6459,59.6459
587,679,11,0.000511,353.914,353.914
587,681,-11,0.000511,59.6459,59.6459
588,5,25,124.997,4.4286,125.076
588,8,25,124.997,18.8847,126.416
588,12,25,124.997,25.7586,127.624
588,17,25,124.997,25.4871,127.569
588,29,25,124.997,26.0753,127.688
588,50,25,124.997,26.1121,127.695
588,130,25,124.997,26.0263,127.678
588,168,23,34.8575,9.56145,36.1451
588,169,23,87.9834,25.2423,91.5328
588,170,13,0.10566,15.0676,15.068
588,171,-13,0.10566,21.0768,21.0771
588,172,13,0.10566,11.1816,11.1821
588,174,-13,0.10566,21.0368,21.037
588,175,-13,0.10566,21.0125,21.0127
588,177,13,0.10566,11.1729,11.1734
588,178,-13,0.10566,21.0096,21.0098
588,180,13,0.10566,11.1729,11.1734
588,464,-13,0.10566,7.24775,7.24852
588,466,-11,0.000511,5.05496,5.05496
588,524,11,0.000511,0.0223385,0.0223443
588,525,-11,0.000511,0.015002,0.0150107
589,5,25,125.001,209.338,243.819
589,8,25,125.001,206.547,241.427
589,16,25,125.001,206.171,241.105
589,38,25,125.001,206.581,241.456
589,74,25,125.001,206.657,241.521
589,94,25,125.001,206.662,241.525
589,428,25,125.001,206.648,241.513
589,569,25,125.001,206.639,241.506
589,755,23,22.8433,91.4767,94.2858
589,756,23,90.816,115.871,147.22
589,777,13,0.10566,20.3017,20.302
589,778,-13,0.10566,126.918,126.918
589,779,-13,0.10566,126.901,126.901
589,781,13,0.10566,20.3017,20.302
589,782,13,0.10566,20.3017,20.302
589,784,-13,0.10566,126.901,126.901
589,1546,11,0.000511,0.0461152,0.046118
589,1547,-11,0.000511,0.252954,0.252954
589,1743,11,0.000511,0.0620485,0.0620506
589,1744,-11,0.000511,0.0838748,0.0838763
590,5,25,125.001,57.3067,137.511
590,8,25,125.001,91.378,154.839
590,12,25,125.001,87.1633,152.39
590,17,25,125.001,74.0078,145.267
590,36,25,125.001,71.7379,144.124
590,356,25,125.001,71.3464,143.929
590,883,25,125.001,71.6525,144.081
590,1161,23,84.4496,38.6914,92.8911
590,1162,23,32.7126,39.3738,51.19
590,1183,13,0.10566,34.709,34.7092
590,1184,-13,0.10566,16.4805,16.4808
591,5,25,124.998,33.938,129.523
591,8,25,124.998,69.9978,143.263
591,12,25,124.998,72.8025,144.654
591,17,25,124.998,83.2522,150.185
591,35,25,124.998,83.5872,150.371
591,46,25,124.998,82.1979,149.603
591,131,25,124.998,82.2207,149.615
591,194,25,124.998,82.033,149.512
591,245,23,81.3136,77.8887,112.599
591,246,23,31.1348,19.8297,36.9133
591,247,11,0.000511,23.0324,23.0324
591,248,-11,0.000511,89.5667,89.5667
591,249,11,0.000511,21.1998,21.1998
591,251,-11,0.000511,89.5651,89.5651
591,252,11,0.000511,20.6757,20.6757
591,254,-11,0.000511,89.5651,89.5651
591,255,11,0.000511,20.3672,20.3672
591,257,-11,0.000511,89.5651,89.5651
591,258,11,0.000511,20.3671,20.3671
591,260,-11,0.000511,89.5651,89.5651
591,261,13,0.10566,25.9987,25.9989
591,262,-13,0.10566,10.9139,10.9144
591,572,11,0.000511,7.91166,7.91166
591,573,-11,0.000511,3.69326,3.69326
592,5,25,124.979,591.519,604.578
592,8,25,124.979,640.951,653.022
592,15,25,124.979,645.7,657.684
592,33,25,124.979,642.071,654.122
592,40,25,124.979,642.986,655.02
592,209,25,124.979,642.982,655.016
592,228,25,124.979,642.99,655.023
592,306,23,91.5802,479.573,488.239
592,307,23,24.3185,165.002,166.785
592,340,11,0.000511,154.024,154.024
592,341,-11,0.000511,12.7604,12.7604
592,342,11,0.000511,151.085,151.085
592,344,-11,0.000511,12.7594,12.7594
592,345,11,0.000511,144.187,144.187
592,347,-11,0.000511,12.7594,12.7594
592,913,11,0.000511,0.0601202,0.0601224
592,914,-11,0.000511,0.345706,0.345707
592,970,11,0.000511,0.242904,0.242905
592,971,-11,0.000511,0.511579,0.511579
592,1004,11,0.000511,25.1432,25.1432
592,1005,-11,0.000511,13.941,13.941
592,1028,-11,0.000511,1.07504,1.07504
593,5,25,125,62.9789,139.969
593,8,25,125,63.0797,140.015
593,12,25,125,65.4143,141.082
593,17,25,125,65.402,141.076
593,23,25,125,65.5306,141.136
593,57,25,125,65.5734,141.156
593,86,25,125,65.5607,141.15
593,108,25,125,65.4965,141.12
593,132,23,92.0989,74.1346,118.229
593,133,23,14.3526,17.8321,22.8906
593,134,11,0.000511,95.1691,95.1691
593,135,-11,0.000511,23.0601,23.0601
593,136,-11,0.000511,22.7575,22.7575
593,138,11,0.000511,94.8827,94.8827
594,5,25,125.012,120.009,173.292
594,8,25,125.012,120.289,173.487
594,12,25,125.012,120.678,173.756
594,21,25,125.012,122.012,174.685
594,27,25,125.012,120.24,173.452
594,194,25,125.012,120.387,173.554
594,271,25,125.012,120.605,173.705
594,558,25,125.012,120.893,173.906
594,726,23,93.2876,131.609,161.318
594,727,13,0.10566,110.414,110.414
594,728,-13,0.10566,50.9042,50.9043
594,729,-13,0.10566,50.9042,50.9043
594,731,13,0.10566,110.414,110.414
595,5,25,125.001,1032.12,1039.66
595,8,25,125.001,1178.02,1184.63
595,12,25,125.001,1172.77,1179.41
595,109,25,125.001,1172.89,1179.54
595,567,25,125.001,1172.82,1179.47
595,792,25,125.001,1172.82,1179.46
595,1040,23,79.9269,570.624,576.195
595,1041,23,34.7472,602.262,603.264
595,1047,13,0.10566,185.944,185.944
595,1048,-13,0.10566,417.32,417.32
595,2106,11,0.000511,0.535993,0.535993
595,2107,-11,0.000511,0.480828,0.480828
595,2145,11,0.000511,0.394116,0.394116
595,2146,-11,0.000511,0.50699,0.50699
596,5,25,124.997,375.4,395.664
596,8,25,124.997,344.244,366.236
596,12,25,124.997,351.588,373.146
596,21,25,124.997,346.323,368.19
596,27,25,124.997,347.217,369.031
596,39,25,124.997,344.11,366.11
596,461,25,124.997,344.145,366.142
596,613,23,91.0177,236.119,253.054
596,614,23,21.5859,111.009,113.088
596,617,13,0.10566,34.4844,34.4845
596,618,-13,0.10566,78.6035,78.6035
596,1255,11,0.000511,0.144649,0.14465
596,1256,-11,0.000511,0.0402157,0.0402189
597,5,25,125.001,71.1533,143.833
597,8,25,125.001,263.25,291.42
597,12,25,125.001,243.04,273.301
597,60,25,125.001,245.631,275.608
597,117,25,125.001,248.062,277.777
597,243,25,125.001,247.992,277.715
597,371,25,125.001,248.168,277.872
