i,j,id,m,px,py,pz
0,863,13,0.10566,2.57693,-1.00453,25.9445
0,864,-13,0.10566,-15.8752,10.2819,31.2173
0,865,-13,0.10566,-15.1539,9.82898,29.8275
0,867,13,0.10566,2.57689,-1.00452,25.9441
0,868,-13,0.10566,-15.1515,9.82743,29.823
0,870,13,0.10566,2.57689,-1.00452,25.9441
0,1532,-11,0.000511,0.701318,-0.219229,10.8157
0,1570,11,0.000511,-0.0395603,-0.209842,-32.8341
0,1571,-11,0.000511,-0.0703663,-0.391335,-60.7984
0,1640,11,0.000511,-0.0113752,-0.561384,1.53577
0,1641,-11,0.000511,-0.00456262,-0.274731,0.767476
1,607,11,0.000511,4.93819,-12.713,-9.18046
1,608,-11,0.000511,-7.49458,13.1581,-40.5793
1,1422,11,0.000511,0.0240548,-0.0443116,0.169239
1,1423,-11,0.000511,0.00610735,-0.00335722,0.0237267
2,821,13,0.10566,-4.95921,-3.93974,-3.64723
2,822,-13,0.10566,38.3631,43.924,117.141
2,823,-13,0.10566,30.3934,34.7629,92.7204
2,825,13,0.10566,-4.9592,-3.93973,-3.64722
2,826,-13,0.10566,30.3931,34.7626,92.7195
2,828,13,0.10566,-4.9592,-3.93973,-3.64722
2,829,-13,0.10566,30.3931,34.7626,92.7195
2,831,13,0.10566,-4.9592,-3.93973,-3.64722
2,1654,13,0.10566,-0.151188,0.130374,1.38772
2,1655,-13,0.10566,-0.26736,-0.0547367,0.583966
2,1804,11,0.000511,0.0284089,-0.016596,-3.59644
2,1805,-11,0.000511,0.124259,-0.0313213,-14.7554
2,1954,13,0.10566,0.0833212,0.649291,2.62025
2,1965,13,0.10566,0.125979,-0.802653,-1.15346
2,1994,-13,0.10566,0.913872,-0.849564,-0.186938
3,710,11,0.000511,-8.13429,-7.55934,11.3918
3,711,-11,0.000511,0.406884,3.68193,-20.1432
3,1394,-11,0.000511,0.0194485,-0.107266,-59.1897
3,1581,-11,0.000511,-11.6776,11.0789,0.253053
3,1616,11,0.000511,-0.268839,-0.296474,4.12175
3,1617,-11,0.000511,-0.382223,-0.420664,5.85791
4,737,11,0.000511,1.94956,-26.2049,226.744
4,738,-11,0.000511,13.9319,1.12889,187.729
4,739,-11,0.000511,13.4786,1.09214,181.621
4,741,11,0.000511,1.94956,-26.2049,226.744
4,742,-11,0.000511,13.4775,1.09205,181.606
4,744,11,0.000511,1.94956,-26.2049,226.744
4,1732,-11,0.000511,0.544113,0.791818,1.73213
5,617,15,1.77682,-0.837848,13.2093,81.5891
5,618,-15,1.77682,-157.37,-68.98,411.843
5,1132,-11,0.000511,-71.3933,-31.409,188.114
5,1135,11,0.000511,0.0849708,0.548059,2.29327
6,273,15,1.77682,4.77792,18.9858,28.7439
6,274,-15,1.77682,10.5151,7.52537,43.9147
6,275,-15,1.77682,8.7701,5.53768,35.855
6,277,15,1.77682,4.69173,18.6285,28.217
6,652,13,0.10566,0.23978,-0.0519812,-1.53417
7,308,13,0.10566,4.83622,-13.0618,-118.516
7,309,-13,0.10566,16.7011,6.86868,-109.672
7,310,13,0.10566,4.12825,-11.0747,-100.614
7,312,-13,0.10566,16.7009,6.86859,-109.671
8,201,15,1.77682,-13.5368,-28.6103,2.74048
8,202,-15,1.77682,15.4139,3.18091,1.78463
9,544,13,0.10566,-8.63821,49.6642,126.666
9,545,-13,0.10566,24.5481,-12.9791,57.3927
10,308,13,0.10566,4.0243,14.3736,4.48225
10,309,-13,0.10566,-4.36838,62.8921,36.6303
10,310,-13,0.10566,-4.36694,62.871,36.618
10,312,13,0.10566,4.0243,14.3736,4.48225
10,664,11,0.000511,0.0832671,-0.128004,0.101093
10,665,-11,0.000511,0.636575,-0.99764,0.793663
10,669,11,0.000511,0.00956538,-0.0134282,0.002647
10,670,-11,0.000511,0.296102,-0.443805,0.120881
10,764,11,0.000511,-0.0119125,0.0212944,-0.00558231
10,765,-11,0.000511,-0.0729043,0.0153193,0.0295173
10,814,11,0.000511,0.00267839,-0.0028101,-1.78566
10,815,-11,0.000511,0.0495091,-0.0567144,-27.0215
11,1035,11,0.000511,59.673,-28.0312,-54.9921
11,1036,-11,0.000511,-21.5784,-9.16645,-67.5674
11,1037,11,0.000511,16.2787,-6.62171,-13.2973
11,1039,-11,0.000511,-21.5459,-9.15264,-67.4656
11,1040,11,0.000511,16.2635,-6.61869,-13.2845
11,1042,-11,0.000511,-21.5458,-9.15259,-67.4653
11,1043,11,0.000511,16.2632,-6.61854,-13.2843
11,1045,-11,0.000511,-21.5458,-9.15259,-67.4653
11,1046,-11,0.000511,-21.5455,-9.15246,-67.4643
11,1048,11,0.000511,16.2632,-6.61854,-13.2843
11,2181,11,0.000511,-0.333969,-0.11354,0.0306223
11,2182,-11,0.000511,-0.212134,-0.0698876,0.0207615
12,252,11,0.000511,-9.32677,-7.54233,-12.6822
12,253,-11,0.000511,-5.73685,-2.20439,-48.7866
12,529,11,0.000511,0.153874,0.022787,-45.9302
12,530,-11,0.000511,0.0565095,0.0553539,-13.8024
12,563,11,0.000511,0.0368521,-0.0151059,0.220598
12,564,-11,0.000511,0.0960349,-0.0388298,0.577226
13,1121,13,0.10566,-2.19114,-0.598587,-2.53837
13,1122,-13,0.10566,-4.38946,20.9877,3.7695
13,1123,13,0.10566,-1.89089,-0.558074,-2.36163
13,1125,-13,0.10566,-4.38519,20.9673,3.76584
13,1126,-13,0.10566,-4.38499,20.8771,3.74871
13,1128,13,0.10566,-1.89002,-0.557816,-2.36054
13,1129,-13,0.10566,-4.32703,20.6378,3.71348
13,1131,13,0.10566,-1.88989,-0.557777,-2.36038
13,1929,15,1.77682,0.190073,0.529389,0.722358
13,2340,11,0.000511,-0.140989,-0.0781418,0.24511
13,2341,-11,0.000511,-0.0179698,-0.0110351,0.0349751
14,798,15,1.77682,-16.4383,47.0235,-112.501
14,799,-15,1.77682,32.8274,-27.508,-93.3726
14,1411,13,0.10566,-2.73206,6.36583,-15.8587
15,1109,11,0.000511,4.15227,-17.9227,8.13729
15,1110,-11,0.000511,-9.24106,-29.892,30.6101
16,138,13,0.10566,3.76266,16.0772,-2.5805
16,139,-13,0.10566,19.3521,-1.40776,186.312
16,140,-13,0.10566,18.0214,-2.60778,174.734
16,142,13,0.10566,3.74588,16.0055,-2.56899
17,374,15,1.77682,3.49161,6.174,27.3256
17,375,-15,1.77682,2.0902,-19.4431,15.1046
17,376,15,1.77682,2.80239,5.9524,26.5374
17,378,-15,1.77682,2.06187,-19.1754,14.9002
17,728,11,0.000511,0.00782219,0.0267388,0.134927
17,729,-11,0.000511,0.00623292,0.0201132,0.102006
18,879,13,0.10566,-17.8361,-21.4167,20.4782
18,880,-13,0.10566,-11.4579,-11.8348,3.65531
18,1537,13,0.10566,1.00779,-4.82641,-56.7562
18,1759,11,0.000511,-0.00676825,-0.00323483,-0.00337331
18,1760,-11,0.000511,-0.00952507,-0.0054273,-0.0042676
18,1816,11,0.000511,-0.0271036,0.0274484,0.335023
18,1817,-11,0.000511,-0.0473595,0.0670199,0.766468
18,1823,11,0.000511,0.00284405,0.0322212,-0.0592536
18,1824,-11,0.000511,0.0118824,0.00824964,-0.0521154
19,548,13,0.10566,-3.11348,-2.22388,8.89566
19,549,-13,0.10566,11.071,38.4435,71.0156
20,1572,13,0.10566,-2.32908,-5.87454,-13.9486
20,1573,-13,0.10566,2.76918,7.00169,13.4029
20,2504,11,0.000511,-3.68218,10.3113,-2.52028
20,2543,11,0.000511,0.0132635,-0.00672628,-0.00923532
20,2544,-11,0.000511,-0.97333,0.0872201,-2.27699
20,2788,11,0.000511,0.144516,-1.84529,-150.768
20,2789,-11,0.000511,0.0321249,-0.203774,-16.5833
21,134,13,0.10566,10.9257,12.0769,-9.05674
21,135,-13,0.10566,34.842,12.6528,112.83
21,136,-13,0.10566,34.8093,12.6413,112.724
21,138,13,0.10566,10.9257,12.0769,-9.05674
22,243,13,0.10566,9.66254,31.9773,1.6036
22,244,-13,0.10566,2.68388,-39.0072,-75.1402
22,461,11,0.000511,0.0370452,0.0305705,-0.197292
22,462,-11,0.000511,0.0507475,0.045529,-0.293774
23,520,11,0.000511,-14.1758,9.77388,65.1542
23,521,-11,0.000511,-3.70288,-5.93722,31.2576
23,522,-11,0.000511,-2.6892,-4.31151,22.6995
23,524,11,0.000511,-14.1758,9.77388,65.1542
23,525,-11,0.000511,-2.68919,-4.31149,22.6994
23,527,11,0.000511,-14.1758,9.77388,65.1542
23,1079,13,0.10566,8.9951,-5.9987,-11.2184
23,1343,11,0.000511,0.00102439,-0.00300227,0.295944
23,1344,-11,0.000511,0.00879898,-0.0482687,4.45227
24,1046,13,0.10566,-8.50963,-8.76059,4.9889
24,1047,-13,0.10566,19.4112,5.149,7.06009
24,1048,13,0.10566,-8.50958,-8.76055,4.98898
24,1050,-13,0.10566,19.4111,5.14899,7.06008
24,2274,11,0.000511,1.21431,0.553437,-3.12711
24,2275,-11,0.000511,1.92578,1.23324,-5.30563
24,2284,11,0.000511,-0.029452,0.0494774,1.89691
24,2285,-11,0.000511,-0.105747,0.0796929,3.74345
24,2323,11,0.000511,-0.00250378,-0.00968598,0.0487771
24,2324,-11,0.000511,0.0116807,-0.0624993,0.34627
24,2456,11,0.000511,0.0686092,-0.0997972,-8.86816
24,2457,-11,0.000511,0.0422123,-0.0591345,-5.37183
24,2471,11,0.000511,-1.64328,-2.00504,-0.505325
24,2611,11,0.000511,0.0212294,0.0245907,-1.42061
24,2612,-11,0.000511,0.00113489,0.00154359,-0.080454
25,740,13,0.10566,7.69197,-2.6942,-22.4403
25,741,-13,0.10566,-8.82236,-5.36894,-39.1318
25,742,-13,0.10566,-8.1372,-5.34455,-40.5463
25,744,13,0.10566,7.20672,-2.52427,-21.025
25,1533,11,0.000511,0.0730239,0.099209,0.746778
25,1534,-11,0.000511,0.0667574,0.0856195,0.606713
25,1731,11,0.000511,-0.324083,0.172117,-0.234553
25,1732,-11,0.000511,-0.00209891,0.000760496,0.00144774
26,432,11,0.000511,3.1774,-5.8878,-2.85458
26,433,-11,0.000511,-6.52106,0.527441,-1.69399
26,434,-11,0.000511,-6.38217,0.563127,-1.45684
26,436,11,0.000511,3.10546,-5.75448,-2.78994
26,437,11,0.000511,3.08994,-5.72574,-2.776
26,439,-11,0.000511,-6.38217,0.563127,-1.45684
26,1024,-11,0.000511,1.05843,-7.86198,18.3813
27,257,11,0.000511,4.45722,-3.7466,51.9422
27,258,-11,0.000511,1.52036,-3.15817,3.48793
27,259,11,0.000511,4.22221,-3.53942,49.0891
27,261,-11,0.000511,1.52033,-3.15812,3.48788
27,262,-11,0.000511,1.51128,-3.13933,3.4671
27,264,11,0.000511,4.22221,-3.53942,49.0891
28,970,11,0.000511,-3.30092,-27.7074,-10.1096
28,971,-11,0.000511,-37.8744,18.37,95.3679
28,972,-11,0.000511,-37.2635,18.0722,94.0119
28,974,11,0.000511,-3.30078,-27.7063,-10.1091
28,975,11,0.000511,-3.3164,-27.7021,-10.0904
28,977,-11,0.000511,-37.2604,18.0707,94.0043
28,978,11,0.000511,-3.31303,-27.6807,-10.0828
28,980,-11,0.000511,-37.2604,18.0707,94.0042
28,981,13,0.10566,-3.75321,5.82221,30.0551
28,982,-13,0.10566,-23.9072,2.59001,14.072
28,983,13,0.10566,-3.7532,5.82221,30.0551
28,985,-13,0.10566,-23.9072,2.59001,14.072
28,1686,11,0.000511,0.0820172,-0.215932,0.468648
28,1687,-11,0.000511,0.25585,-0.636072,1.36981
29,1076,15,1.77682,-25.415,0.979111,12.937
29,1077,-15,1.77682,11.0605,-2.42502,241.993
29,1892,13,0.10566,-8.73732,0.199624,4.58404
29,1936,11,0.000511,0.0516731,-0.0456495,-0.698486
29,1937,-11,0.000511,0.0132909,-0.0158432,-0.200884
30,544,15,1.77682,0.65166,6.1191,28.4285
30,545,-15,1.77682,-2.85242,-16.1398,24.221
30,546,15,1.77682,0.651925,6.10581,28.3975
30,548,-15,1.77682,-2.85227,-16.1389,24.2197
30,1057,13,0.10566,0.170761,0.226013,0.774021
30,1088,11,0.000511,0.488425,0.289921,76.9554
30,1243,11,0.000511,0.00578945,-0.109942,0.0224781
30,1244,-11,0.000511,0.00084773,-0.0363648,0.00789778
31,598,15,1.77682,-16.2254,9.03576,-127.239
31,599,-15,1.77682,71.7692,-26.6445,-255.102
31,1436,-13,0.10566,-1.51904,2.64863,-11.4482
31,1441,11,0.000511,0.000714762,0.00430745,0.0600298
31,1442,-11,0.000511,-0.0933133,0.310656,4.36597
31,1482,11,0.000511,-0.0182212,0.00695151,-0.0346713
31,1483,-11,0.000511,-0.0297978,0.0138253,-0.055952
32,954,11,0.000511,28.9086,50.7392,83.0059
32,955,-11,0.000511,-2.05256,-34.0101,15.41
32,956,-11,0.000511,-2.3653,-34.1073,16.6785
32,958,11,0.000511,28.1804,49.4611,80.9151
32,959,-11,0.000511,-2.3653,-34.1072,16.6786
32,961,11,0.000511,28.1804,49.4611,80.9151
32,962,-11,0.000511,-2.36529,-34.1072,16.6785
32,964,11,0.000511,28.1804,49.4611,80.9151
32,1824,13,0.10566,-0.4257,-0.490631,-0.388384
32,1998,11,0.000511,0.812508,-0.175831,-0.699836
32,2197,-11,0.000511,-2.2256,0.499219,0.0728363
33,681,13,0.10566,0.248166,9.1818,22.3906
33,682,-13,0.10566,-12.3472,15.8111,236.37
33,1469,11,0.000511,-0.0484355,-0.0595993,-1.19528
33,1470,-11,0.000511,-0.000885127,-0.00159886,-0.024976
33,1539,-11,0.000511,-0.324457,0.763333,-0.73828
33,1560,13,0.10566,-0.263766,0.366209,0.538897
33,1609,11,0.000511,-0.0231615,-0.116383,-129.639
33,1610,-11,0.000511,-0.00949866,-0.0445805,-50.5024
34,144,15,1.77682,9.83715,-20.2767,-229.66
34,145,-15,1.77682,7.01087,-8.99004,-208.974
35,1279,13,0.10566,-6.13722,0.0820275,200.043
35,1280,-13,0.10566,12.2028,-19.1879,259.323
35,2500,11,0.000511,0.00661347,0.0201867,-0.0122808
35,2501,-11,0.000511,0.0608145,0.205211,-0.126579
35,2598,11,0.000511,0.13027,0.703232,-0.17087
36,878,13,0.10566,2.97828,-4.52343,-13.1396
36,879,-13,0.10566,1.64886,-1.31751,3.57269
36,880,-13,0.10566,1.64865,-1.32012,3.56254
36,882,13,0.10566,2.97801,-4.52303,-13.1384
36,2075,11,0.000511,-0.0478775,0.0227316,23.9354
36,2076,-11,0.000511,0.00141358,0.0183192,2.08039
37,847,15,1.77682,-19.7528,9.50578,-17.7425
37,848,-15,1.77682,-41.7258,-0.449716,103.196
37,1820,11,0.000511,-0.0427799,-0.000233073,-1.15581
37,1821,-11,0.000511,-0.0449778,-0.000226769,-1.22772
38,917,15,1.77682,24.459,-66.6481,-53.2966
38,918,-15,1.77682,15.6492,23.652,-67.0482
38,919,-15,1.77682,15.6505,23.1936,-66.8482
38,921,15,1.77682,24.4243,-66.5536,-53.2211
38,1620,-13,0.10566,0.941805,2.26844,-8.81531
38,1729,11,0.000511,-0.0232369,0.157892,47.3042
38,1730,-11,0.000511,-0.00392304,0.0293902,8.58114
38,1749,11,0.000511,0.195646,-0.289888,-0.0382507
38,1750,-11,0.000511,-0.00330568,-0.0095219,-0.00322791
39,361,15,1.77682,21.4967,-40.5592,27.2817
39,362,-15,1.77682,-3.50073,-24.4547,-1.91101
39,363,15,1.77682,21.4728,-40.5118,27.2511
39,365,-15,1.77682,-3.50071,-24.4545,-1.911
39,366,15,1.77682,21.472,-40.5106,27.2505
39,368,-15,1.77682,-3.50069,-24.4544,-1.91099
39,924,11,0.000511,0.832298,-0.393389,0.314263
40,604,13,0.10566,1.94659,49.7745,7.68772
40,605,-13,0.10566,24.7453,17.3839,36.8572
40,606,13,0.10566,1.94657,49.774,7.68765
40,608,-13,0.10566,24.7453,17.3839,36.8572
40,609,-13,0.10566,24.7451,17.3837,36.8568
40,611,13,0.10566,1.94657,49.774,7.68765
41,903,15,1.77682,0.727094,-39.3896,-23.4321
41,904,-15,1.77682,-19.1771,39.1671,-103.957
41,905,15,1.77682,0.727105,-39.3894,-23.432
41,907,-15,1.77682,-19.1771,39.1671,-103.957
41,1674,-11,0.000511,-18.3622,36.8684,-98.8043
41,1922,11,0.000511,-0.0585509,-0.450342,2.73684
41,1923,-11,0.000511,-0.00325316,-0.0436983,0.249355
41,2065,11,0.000511,-0.0117235,0.0452204,0.111083
41,2066,-11,0.000511,-0.00846025,0.0120261,0.0179289
42,457,13,0.10566,-1.71409,-1.86762,48.4065
42,458,-13,0.10566,-0.0405871,5.80818,-4.15152
42,917,11,0.000511,-5.92591,-6.49197,25.0457
42,1198,11,0.000511,-0.00360287,-0.0213091,-0.113315
42,1199,-11,0.000511,0.000106904,-0.0183414,-0.116192
43,983,13,0.10566,35.2342,1.06997,-68.9636
43,984,-13,0.10566,-23.4381,4.00517,-390.748
43,2016,11,0.000511,-0.0773822,0.182782,-0.948733
43,2017,-11,0.000511,-0.0397069,0.0913336,-0.476053
43,2071,11,0.000511,-0.00409789,-0.000661074,0.00450068
43,2072,-11,0.000511,-1.21618,0.313703,0.663051
43,2110,11,0.000511,-0.00900004,-0.0160895,-0.00152094
43,2111,-11,0.000511,-0.113931,-0.235578,-0.0140082
44,76,11,0.000511,11.0768,-22.0415,-201.491
44,77,-11,0.000511,-6.62862,-1.30921,-13.2015
44,78,11,0.000511,11.0619,-22.0118,-201.224
44,80,-11,0.000511,-6.62862,-1.30921,-13.2015
44,295,-11,0.000511,0.382525,10.5438,-23.1629
45,836,15,1.77682,-55.8568,-3.73833,58.5186
45,837,-15,1.77682,30.0873,33.7246,49.8915
45,838,-15,1.77682,24.7282,31.3951,57.3426
45,840,15,1.77682,-51.5232,-3.44644,53.9833
45,1441,-13,0.10566,5.18323,7.24177,13.0987
45,1444,11,0.000511,-33.4234,-2.54765,35.1702
45,1587,11,0.000511,0.432862,-0.394853,1.10402
45,1588,-11,0.000511,0.0658518,-0.0596907,0.169176
45,1750,11,0.000511,0.0467695,-0.201935,-1.6613
45,1751,-11,0.000511,0.0249046,-0.0271443,-0.250185
45,1773,11,0.000511,0.0118359,0.0233052,0.420041
45,1774,-11,0.000511,0.0209213,-0.0565199,0.343872
46,925,13,0.10566,-31.0206,-17.6839,-95.7526
46,926,-13,0.10566,47.372,32.3793,-107.284
46,927,-13,0.10566,46.7156,31.8306,-105.369
46,929,13,0.10566,-31.0128,-17.6794,-95.7284
46,1787,11,0.000511,0.106271,-0.703102,-0.509442
46,1788,-11,0.000511,0.251546,-1.65565,-1.19955
46,1885,11,0.000511,0.0815403,0.15996,-0.159348
46,1886,-11,0.000511,0.0307515,0.0694312,-0.0538537
46,1924,11,0.000511,-0.0303523,0.0328847,-0.161802
46,1925,-11,0.000511,-0.188469,0.218618,-1.13549
46,2265,11,0.000511,0.0205988,0.0084051,-0.586353
46,2266,-11,0.000511,0.0296743,0.057762,-2.24671
47,1023,11,0.000511,8.87336,22.7543,-35.989
47,1024,-11,0.000511,-2.11827,15.794,53.861
47,1025,-11,0.000511,-1.92995,14.3907,49.0755
47,1027,11,0.000511,8.87336,22.7543,-35.989
47,1890,11,0.000511,0.324904,0.957941,-18.013
47,1891,-11,0.000511,0.494887,1.63442,-30.4035
47,1947,11,0.000511,-0.280738,0.13357,17.4076
47,1948,-11,0.000511,-0.0291407,0.00864577,1.38267
47,2045,11,0.000511,0.0188254,0.00509971,-0.0314369
47,2046,-11,0.000511,0.193486,0.0594359,-0.541753
48,421,11,0.000511,-13.3579,-1.44266,-21.185
48,422,-11,0.000511,5.81155,-15.5961,-26.4682
48,423,-11,0.000511,5.81019,-15.5925,-26.462
48,425,11,0.000511,-13.3579,-1.44266,-21.185
48,947,11,0.000511,0.0313111,-0.0524569,-0.0450473
48,948,-11,0.000511,0.220881,-0.370405,-0.322205
48,1072,11,0.000511,-0.00130509,-0.00400406,-0.0181926
48,1073,-11,0.000511,0.0631591,0.00336649,-0.185866
49,500,13,0.10566,36.4671,-19.5752,-4.57831
49,501,-13,0.10566,10.4202,72.4104,26.7629
49,985,11,0.000511,-0.143921,0.192537,-1.01052
49,986,-11,0.000511,-0.101893,0.136594,-0.717694
49,1041,11,0.000511,-1.22687,0.12732,-0.87071
50,995,13,0.10566,-15.6895,8.02995,-198.219
50,996,-13,0.10566,2.16159,12.1093,-76.3046
50,997,13,0.10566,-15.5312,7.97603,-197.119
50,999,-13,0.10566,2.15803,12.0893,-76.179
50,1000,-13,0.10566,2.15583,12.0791,-76.1167
50,1002,13,0.10566,-15.5311,7.97602,-197.119
50,1003,13,0.10566,-15.5311,7.976,-197.118
50,1005,-13,0.10566,2.15583,12.0791,-76.1166
50,1006,13,0.10566,42.9705,40.3569,-598.348
50,1007,-13,0.10566,0.340021,-34.8529,-170.06
50,2079,11,0.000511,-0.464225,-0.837307,-1.57049
50,2080,-11,0.000511,-0.257532,-0.480526,-0.897472
51,953,11,0.000511,0.762188,10.4334,4.95115
51,954,-11,0.000511,-14.6891,5.12192,8.95965
51,955,-11,0.000511,-14.665,5.11355,8.945
51,957,11,0.000511,0.762188,10.4334,4.95115
51,958,11,0.000511,0.762183,10.4333,4.95111
51,960,-11,0.000511,-14.665,5.11355,8.945
51,1730,11,0.000511,0.0564766,-0.0523637,0.255269
51,1731,-11,0.000511,0.0138766,-0.0108693,0.0490481
51,1736,11,0.000511,-3.82005,-0.405611,43.7138
51,1895,11,0.000511,-0.0103123,-0.018137,1.75157
51,1896,-11,0.000511,-0.00372966,-0.00102409,0.240474
51,2143,11,0.000511,-0.0217866,-0.0818618,-1.8532
51,2144,-11,0.000511,-0.0825929,-0.30858,-6.94251
52,487,15,1.77682,13.195,-0.373031,21.3442
52,488,-15,1.77682,0.641386,25.9778,187.365
52,489,13,0.10566,35.7777,47.4461,267.032
52,490,-13,0.10566,-21.3727,-1.02568,20.3692
52,491,-13,0.10566,-21.3771,-1.02142,20.3942
52,493,13,0.10566,35.7738,47.441,267.003
52,898,11,0.000511,4.38004,-0.13338,8.68174
52,901,-13,0.10566,0.177833,4.90805,31.2343
52,1108,11,0.000511,-0.0118037,-0.045287,-3.15586
52,1109,-11,0.000511,-0.0537396,-0.209234,-18.2571
53,948,11,0.000511,-46.3808,94.7193,-141.316
53,949,-11,0.000511,-49.4415,41.4056,-4.04565
53,950,-11,0.000511,-49.4387,41.4033,-4.04542
53,952,11,0.000511,-46.3808,94.7193,-141.316
53,953,11,0.000511,-46.3808,94.7191,-141.316
53,955,-11,0.000511,-49.4387,41.4033,-4.04542
54,350,13,0.10566,38.3832,-4.64997,23.3189
54,351,-13,0.10566,-29.238,10.01,131.418
54,799,-11,0.000511,0.845611,-1.26776,2.55797
54,916,11,0.000511,-0.0108396,-0.00653027,-0.0181985
54,917,-11,0.000511,-0.0210685,-0.0100077,-0.0297764
55,588,15,1.77682,62.6112,24.239,-183.367
55,589,-15,1.77682,17.5399,114.76,-343.597
55,590,-15,1.77682,17.4045,112.031,-335.626
55,592,15,1.77682,62.5876,24.2299,-183.297
55,1033,-11,0.000511,2.94664,20.1974,-60.6943
55,1036,13,0.10566,28.9868,11.3408,-84.7049
55,1039,11,0.000511,-0.00232217,0.00319499,-0.145588
55,1040,-11,0.000511,-0.0411541,0.0520279,-2.32178
55,1069,11,0.000511,-0.0958685,0.0132858,-0.175283
55,1070,-11,0.000511,0.0187389,0.0409564,-0.102219
56,396,11,0.000511,-0.692016,9.61141,5.68431
56,397,-11,0.000511,23.7288,-4.19785,14.6466
56,398,11,0.000511,-0.596249,9.58916,5.49597
56,400,-11,0.000511,23.6055,-4.17604,14.5705
56,401,-11,0.000511,23.5916,-4.17358,14.5619
56,403,11,0.000511,-0.596249,9.58916,5.49597
56,947,11,0.000511,-0.0303069,-0.0449608,21.6784
56,948,-11,0.000511,-0.0362705,-0.0526515,32.3231
57,258,11,0.000511,18.2743,-22.2431,29.3782
57,259,-11,0.000511,-4.60991,1.08666,-1.63169
57,260,11,0.000511,18.2707,-22.2376,29.3713
57,262,-11,0.000511,-4.60989,1.08665,-1.63168
57,263,11,0.000511,18.2706,-22.2375,29.3712
57,265,-11,0.000511,-4.60989,1.08665,-1.63168
57,628,11,0.000511,-1.15688,-0.0587447,6.29413
57,629,-11,0.000511,-0.147011,-0.0121836,0.655203
58,549,11,0.000511,8.94241,2.58407,5.61344
58,550,-11,0.000511,-60.4546,-21.625,-218.302
58,551,11,0.000511,8.61413,2.48005,5.43445
58,553,-11,0.000511,-60.4544,-21.625,-218.302
58,554,11,0.000511,8.60996,2.47935,5.43356
58,556,-11,0.000511,-60.4544,-21.6249,-218.302
58,557,13,0.10566,-21.8502,0.938404,-30.7964
58,558,-13,0.10566,-6.23053,12.487,-59.8331
59,813,15,1.77682,74.8258,-121.607,24.3266
59,814,-15,1.77682,-16.2822,-12.2253,28.5556
59,1430,-11,0.000511,-5.22624,-3.88025,7.96152
59,1475,11,0.000511,-0.052808,-0.00737919,-0.0111129
59,1476,-11,0.000511,-0.320706,-0.0663221,-0.150646
59,1480,-11,0.000511,0.189878,0.15852,4.91916
59,1632,11,0.000511,-0.0277314,-0.0128729,0.127841
59,1633,-11,0.000511,-0.122533,-0.0526219,0.597693
60,385,11,0.000511,63.3603,9.6256,-96.6915
60,386,-11,0.000511,-20.2925,40.0328,-36.6029
60,387,-11,0.000511,-16.9345,33.4104,-30.5452
60,389,11,0.000511,63.3603,9.6256,-96.6915
60,390,11,0.000511,63.3539,9.62462,-96.6816
60,392,-11,0.000511,-16.9345,33.4104,-30.5452
60,393,11,0.000511,63.3539,9.62461,-96.6816
60,395,-11,0.000511,-16.9345,33.4104,-30.5452
61,394,15,1.77682,17.6546,24.4561,-357.011
61,395,-15,1.77682,-2.00599,5.11038,-27.7357
61,753,13,0.10566,4.79309,6.36108,-98.4058
61,806,11,0.000511,0.0671779,0.0434422,-1.32412
61,807,-11,0.000511,0.24394,0.152992,-4.52946
61,869,11,0.000511,0.00363046,-0.00592357,-0.0349691
61,870,-11,0.000511,-0.0426065,-0.0153548,-0.0667565
62,888,15,1.77682,-9.97229,-37.1791,150.183
62,889,-15,1.77682,-44.5025,20.8356,69.2058
62,1641,11,0.000511,-0.0465763,-0.0118295,-0.135384
62,1642,-11,0.000511,0.19507,-0.158721,-0.456792
62,1751,11,0.000511,-0.0202245,-0.0485945,0.165293
62,1752,-11,0.000511,-0.0176075,-0.0611288,0.230435
62,1884,11,0.000511,-0.0826952,-0.126509,-0.302318
62,1885,-11,0.000511,-0.119012,-0.189508,-0.441415
62,1989,-11,0.000511,5.54282,-1.96497,4.72703
62,2135,11,0.000511,0.0040014,-0.0144011,-0.0192526
62,2136,-11,0.000511,0.00444933,-0.00821231,-0.00765342
63,784,11,0.000511,10.8149,18.571,11.5937
63,785,-11,0.000511,-54.9828,-78.28,40.3686
63,786,-11,0.000511,-53.8279,-77.4455,39.8283
63,788,11,0.000511,10.794,18.5352,11.5714
63,789,-11,0.000511,-53.8278,-77.4454,39.8283
63,791,11,0.000511,10.794,18.5352,11.5714
63,1671,11,0.000511,0.274156,0.40137,0.159729
63,1672,-11,0.000511,0.0559898,0.0765919,0.0223856
63,1776,11,0.000511,-0.0276474,-0.0391158,-209.561
63,1777,-11,0.000511,-0.0298028,-0.0479985,-295.937
63,1804,13,0.10566,-6.53771,-2.83272,4.8692
63,1948,-13,0.10566,-1.17229,-0.179528,1.14721
64,509,15,1.77682,4.5781,15.9404,-10.9424
64,510,-15,1.77682,-52.4287,-4.05024,-25.497
64,1151,11,0.000511,2.59823,-4.61971,-0.46565
65,1259,11,0.000511,45.6264,28.7997,-278.218
65,1260,-11,0.000511,-4.73058,-18.3198,-47.2316
65,1261,-11,0.000511,-4.74366,-18.2446,-47.085
65,1263,11,0.000511,45.6226,28.7973,-278.195
65,1264,-11,0.000511,-4.73132,-18.1661,-46.8884
